CHAVE DE ACESSO,MODELO,SÉRIE,NÚMERO,NATUREZA DA OPERAÇÃO,DATA EMISSÃO,CPF/CNPJ Emitente,RAZÃO SOCIAL EMITENTE,INSCRIÇÃO ESTADUAL EMITENTE,UF EMITENTE,MUNICÍPIO EMITENTE,CNPJ DESTINATÁRIO,NOME DESTINATÁRIO,UF DESTINATÁRIO,INDICADOR IE DESTINATÁRIO,DESTINO DA OPERAÇÃO,CONSUMIDOR FINAL,PRESENÇA DO COMPRADOR,NÚMERO PRODUTO,DESCRIÇÃO DO PRODUTO/SERVIÇO,CÓDIGO NCM/SH,NCM/SH (TIPO DE PRODUTO),CFOP,QUANTIDADE,UNIDADE,VALOR UNITÁRIO,VALOR TOTAL
,,,,,,,,,,,,,,,,,,Produto 9,Produto 9,,Produto 9,,3,,30.09,30.09
,,,,,,,,,,,,,,,,,,Produto 91,Produto 91,,Produto 91,,4,,440.05,440.05
,,,,,,,,,,,,,,,,,,Produto 75,Produto 75,,Produto 75,,8,,438.33,438.33
,,,,,,,,,,,,,,,,,,Produto 28,Produto 28,,Produto 28,,9,,417.91,417.91
,,,,,,,,,,,,,,,,,,Produto 22,Produto 22,,Produto 22,,8,,367.78,367.78
,,,,,,,,,,,,,,,,,,Produto 24,Produto 24,,Produto 24,,19,,401.54,401.54
,,,,,,,,,,,,,,,,,,Produto 14,Produto 14,,Produto 14,,10,,291.10,291.10
,,,,,,,,,,,,,,,,,,Produto 39,Produto 39,,Produto 39,,8,,431.58,431.58
,,,,,,,,,,,,,,,,,,Produto 79,Produto 79,,Produto 79,,12,,347.96,347.96
,,,,,,,,,,,,,,,,,,Produto 91,Produto 91,,Produto 91,,18,,29.30,29.30
,,,,,,,,,,,,,,,,,,Produto 49,Produto 49,,Produto 49,,19,,151.03,151.03
,,,,,,,,,,,,,,,,,,Produto 90,Produto 90,,Produto 90,,7,,438.42,438.42
,,,,,,,,,,,,,,,,,,Produto 10,Produto 10,,Produto 10,,18,,275.02,275.02
,,,,,,,,,,,,,,,,,,Produto 95,Produto 95,,Produto 95,,7,,5.05,5.05
,,,,,,,,,,,,,,,,,,Produto 54,Produto 54,,Produto 54,,17,,65.39,65.39
,,,,,,,,,,,,,,,,,,Produto 91,Produto 91,,Produto 91,,3,,280.39,280.39
,,,,,,,,,,,,,,,,,,Produto 31,Produto 31,,Produto 31,,10,,7.28,7.28
,,,,,,,,,,,,,,,,,,Produto 21,Produto 21,,Produto 21,,4,,100.22,100.22
,,,,,,,,,,,,,,,,,,Produto 57,Produto 57,,Produto 57,,17,,30.60,30.60
,,,,,,,,,,,,,,,,,,Produto 3,Produto 3,,Produto 3,,2,,132.94,132.94
,,,,,,,,,,,,,,,,,,Produto 71,Produto 71,,Produto 71,,5,,107.32,107.32
,,,,,,,,,,,,,,,,,,Produto 30,Produto 30,,Produto 30,,16,,216.77,216.77
,,,,,,,,,,,,,,,,,,Produto 5,Produto 5,,Produto 5,,18,,462.41,462.41
,,,,,,,,,,,,,,,,,,Produto 57,Produto 57,,Produto 57,,11,,499.75,499.75
,,,,,,,,,,,,,,,,,,Produto 84,Produto 84,,Produto 84,,16,,83.15,83.15
,,,,,,,,,,,,,,,,,,Produto 6,Produto 6,,Produto 6,,2,,357.39,357.39
,,,,,,,,,,,,,,,,,,Produto 23,Produto 23,,Produto 23,,13,,23.24,23.24
,,,,,,,,,,,,,,,,,,Produto 14,Produto 14,,Produto 14,,4,,443.89,443.89
,,,,,,,,,,,,,,,,,,Produto 22,Produto 22,,Produto 22,,16,,95.28,95.28
,,,,,,,,,,,,,,,,,,Produto 25,Produto 25,,Produto 25,,17,,495.10,495.10
,,,,,,,,,,,,,,,,,,Produto 65,Produto 65,,Produto 65,,4,,244.02,244.02
,,,,,,,,,,,,,,,,,,Produto 30,Produto 30,,Produto 30,,19,,361.07,361.07
,,,,,,,,,,,,,,,,,,Produto 48,Produto 48,,Produto 48,,1,,104.29,104.29
,,,,,,,,,,,,,,,,,,Produto 80,Produto 80,,Produto 80,,5,,489.45,489.45
,,,,,,,,,,,,,,,,,,Produto 9,Produto 9,,Produto 9,,18,,53.87,53.87
,,,,,,,,,,,,,,,,,,Produto 67,Produto 67,,Produto 67,,10,,4.88,4.88
,,,,,,,,,,,,,,,,,,Produto 54,Produto 54,,Produto 54,,15,,3.81,3.81
,,,,,,,,,,,,,,,,,,Produto 20,Produto 20,,Produto 20,,15,,174.89,174.89
,,,,,,,,,,,,,,,,,,Produto 2,Produto 2,,Produto 2,,11,,478.05,478.05
,,,,,,,,,,,,,,,,,,Produto 54,Produto 54,,Produto 54,,16,,490.23,490.23
,,,,,,,,,,,,,,,,,,Produto 37,Produto 37,,Produto 37,,14,,232.37,232.37
,,,,,,,,,,,,,,,,,,Produto 65,Produto 65,,Produto 65,,6,,294.17,294.17
,,,,,,,,,,,,,,,,,,Produto 31,Produto 31,,Produto 31,,11,,266.62,266.62
,,,,,,,,,,,,,,,,,,Produto 82,Produto 82,,Produto 82,,17,,312.26,312.26
,,,,,,,,,,,,,,,,,,Produto 48,Produto 48,,Produto 48,,2,,265.19,265.19
,,,,,,,,,,,,,,,,,,Produto 13,Produto 13,,Produto 13,,12,,483.08,483.08
,,,,,,,,,,,,,,,,,,Produto 28,Produto 28,,Produto 28,,2,,494.45,494.45
,,,,,,,,,,,,,,,,,,Produto 58,Produto 58,,Produto 58,,13,,114.46,114.46
,,,,,,,,,,,,,,,,,,Produto 48,Produto 48,,Produto 48,,1,,220.99,220.99
,,,,,,,,,,,,,,,,,,Produto 78,Produto 78,,Produto 78,,9,,17.86,17.86
,,,,,,,,,,,,,,,,,,Produto 82,Produto 82,,Produto 82,,5,,73.67,73.67
,,,,,,,,,,,,,,,,,,Produto 47,Produto 47,,Produto 47,,1,,473.19,473.19
,,,,,,,,,,,,,,,,,,Produto 50,Produto 50,,Produto 50,,2,,124.99,124.99
,,,,,,,,,,,,,,,,,,Produto 84,Produto 84,,Produto 84,,10,,348.85,348.85
,,,,,,,,,,,,,,,,,,Produto 31,Produto 31,,Produto 31,,12,,267.48,267.48
,,,,,,,,,,,,,,,,,,Produto 90,Produto 90,,Produto 90,,1,,220.17,220.17
,,,,,,,,,,,,,,,,,,Produto 40,Produto 40,,Produto 40,,1,,412.54,412.54
,,,,,,,,,,,,,,,,,,Produto 55,Produto 55,,Produto 55,,2,,104.02,104.02
,,,,,,,,,,,,,,,,,,Produto 18,Produto 18,,Produto 18,,15,,371.67,371.67
,,,,,,,,,,,,,,,,,,Produto 99,Produto 99,,Produto 99,,16,,274.26,274.26
,,,,,,,,,,,,,,,,,,Produto 85,Produto 85,,Produto 85,,13,,471.95,471.95
,,,,,,,,,,,,,,,,,,Produto 68,Produto 68,,Produto 68,,8,,330.24,330.24
,,,,,,,,,,,,,,,,,,Produto 40,Produto 40,,Produto 40,,6,,369.76,369.76
,,,,,,,,,,,,,,,,,,Produto 87,Produto 87,,Produto 87,,14,,457.46,457.46
,,,,,,,,,,,,,,,,,,Produto 68,Produto 68,,Produto 68,,7,,394.18,394.18
,,,,,,,,,,,,,,,,,,Produto 61,Produto 61,,Produto 61,,9,,387.19,387.19
,,,,,,,,,,,,,,,,,,Produto 4,Produto 4,,Produto 4,,19,,122.68,122.68
,,,,,,,,,,,,,,,,,,Produto 28,Produto 28,,Produto 28,,11,,485.99,485.99
,,,,,,,,,,,,,,,,,,Produto 62,Produto 62,,Produto 62,,6,,83.42,83.42
,,,,,,,,,,,,,,,,,,Produto 39,Produto 39,,Produto 39,,15,,235.99,235.99
,,,,,,,,,,,,,,,,,,Produto 13,Produto 13,,Produto 13,,5,,193.84,193.84
,,,,,,,,,,,,,,,,,,Produto 86,Produto 86,,Produto 86,,17,,24.74,24.74
,,,,,,,,,,,,,,,,,,Produto 19,Produto 19,,Produto 19,,5,,344.50,344.50
,,,,,,,,,,,,,,,,,,Produto 67,Produto 67,,Produto 67,,5,,468.24,468.24
,,,,,,,,,,,,,,,,,,Produto 42,Produto 42,,Produto 42,,19,,401.73,401.73
,,,,,,,,,,,,,,,,,,Produto 24,Produto 24,,Produto 24,,17,,334.29,334.29
,,,,,,,,,,,,,,,,,,Produto 44,Produto 44,,Produto 44,,6,,81.96,81.96
,,,,,,,,,,,,,,,,,,Produto 35,Produto 35,,Produto 35,,17,,493.60,493.60
,,,,,,,,,,,,,,,,,,Produto 48,Produto 48,,Produto 48,,10,,349.85,349.85
,,,,,,,,,,,,,,,,,,Produto 67,Produto 67,,Produto 67,,2,,135.95,135.95
,,,,,,,,,,,,,,,,,,Produto 3,Produto 3,,Produto 3,,9,,300.53,300.53
,,,,,,,,,,,,,,,,,,Produto 44,Produto 44,,Produto 44,,1,,353.41,353.41
,,,,,,,,,,,,,,,,,,Produto 83,Produto 83,,Produto 83,,19,,258.03,258.03
,,,,,,,,,,,,,,,,,,Produto 86,Produto 86,,Produto 86,,4,,290.40,290.40
,,,,,,,,,,,,,,,,,,Produto 30,Produto 30,,Produto 30,,7,,238.77,238.77
,,,,,,,,,,,,,,,,,,Produto 23,Produto 23,,Produto 23,,13,,12.96,12.96
,,,,,,,,,,,,,,,,,,Produto 3,Produto 3,,Produto 3,,18,,206.92,206.92
,,,,,,,,,,,,,,,,,,Produto 3,Produto 3,,Produto 3,,1,,417.95,417.95
,,,,,,,,,,,,,,,,,,Produto 35,Produto 35,,Produto 35,,14,,330.25,330.25
,,,,,,,,,,,,,,,,,,Produto 78,Produto 78,,Produto 78,,3,,450.22,450.22
,,,,,,,,,,,,,,,,,,Produto 1,Produto 1,,Produto 1,,8,,104.17,104.17
,,,,,,,,,,,,,,,,,,Produto 52,Produto 52,,Produto 52,,11,,455.90,455.90
,,,,,,,,,,,,,,,,,,Produto 80,Produto 80,,Produto 80,,14,,470.88,470.88
,,,,,,,,,,,,,,,,,,Produto 18,Produto 18,,Produto 18,,9,,324.19,324.19
,,,,,,,,,,,,,,,,,,Produto 58,Produto 58,,Produto 58,,13,,240.02,240.02
,,,,,,,,,,,,,,,,,,Produto 85,Produto 85,,Produto 85,,19,,136.66,136.66
,,,,,,,,,,,,,,,,,,Produto 25,Produto 25,,Produto 25,,11,,396.71,396.71
,,,,,,,,,,,,,,,,,,Produto 50,Produto 50,,Produto 50,,16,,368.23,368.23
,,,,,,,,,,,,,,,,,,Produto 88,Produto 88,,Produto 88,,8,,103.04,103.04
,,,,,,,,,,,,,,,,,,Produto 16,Produto 16,,Produto 16,,4,,70.05,70.05
,,,,,,,,,,,,,,,,,,Produto 6,Produto 6,,Produto 6,,19,,302.70,302.70
,,,,,,,,,,,,,,,,,,Produto 73,Produto 73,,Produto 73,,3,,319.27,319.27
,,,,,,,,,,,,,,,,,,Produto 95,Produto 95,,Produto 95,,16,,330.03,330.03
,,,,,,,,,,,,,,,,,,Produto 54,Produto 54,,Produto 54,,14,,154.09,154.09
,,,,,,,,,,,,,,,,,,Produto 71,Produto 71,,Produto 71,,12,,173.24,173.24
,,,,,,,,,,,,,,,,,,Produto 99,Produto 99,,Produto 99,,12,,288.03,288.03
,,,,,,,,,,,,,,,,,,Produto 62,Produto 62,,Produto 62,,1,,35.88,35.88
,,,,,,,,,,,,,,,,,,Produto 53,Produto 53,,Produto 53,,9,,1.96,1.96
,,,,,,,,,,,,,,,,,,Produto 12,Produto 12,,Produto 12,,9,,366.42,366.42
,,,,,,,,,,,,,,,,,,Produto 39,Produto 39,,Produto 39,,3,,238.94,238.94
,,,,,,,,,,,,,,,,,,Produto 34,Produto 34,,Produto 34,,19,,267.16,267.16
,,,,,,,,,,,,,,,,,,Produto 14,Produto 14,,Produto 14,,7,,18.41,18.41
,,,,,,,,,,,,,,,,,,Produto 9,Produto 9,,Produto 9,,13,,27.07,27.07
,,,,,,,,,,,,,,,,,,Produto 20,Produto 20,,Produto 20,,9,,45.51,45.51
,,,,,,,,,,,,,,,,,,Produto 32,Produto 32,,Produto 32,,1,,10.99,10.99
,,,,,,,,,,,,,,,,,,Produto 66,Produto 66,,Produto 66,,13,,244.56,244.56
,,,,,,,,,,,,,,,,,,Produto 38,Produto 38,,Produto 38,,1,,467.08,467.08
,,,,,,,,,,,,,,,,,,Produto 99,Produto 99,,Produto 99,,4,,119.23,119.23
,,,,,,,,,,,,,,,,,,Produto 24,Produto 24,,Produto 24,,4,,233.73,233.73
,,,,,,,,,,,,,,,,,,Produto 68,Produto 68,,Produto 68,,10,,153.10,153.10
,,,,,,,,,,,,,,,,,,Produto 43,Produto 43,,Produto 43,,4,,331.03,331.03
,,,,,,,,,,,,,,,,,,Produto 72,Produto 72,,Produto 72,,10,,439.02,439.02
,,,,,,,,,,,,,,,,,,Produto 76,Produto 76,,Produto 76,,3,,251.35,251.35
,,,,,,,,,,,,,,,,,,Produto 79,Produto 79,,Produto 79,,10,,431.57,431.57
,,,,,,,,,,,,,,,,,,Produto 16,Produto 16,,Produto 16,,15,,247.50,247.50
,,,,,,,,,,,,,,,,,,Produto 56,Produto 56,,Produto 56,,15,,447.81,447.81
,,,,,,,,,,,,,,,,,,Produto 22,Produto 22,,Produto 22,,4,,8.46,8.46
,,,,,,,,,,,,,,,,,,Produto 64,Produto 64,,Produto 64,,16,,429.63,429.63
,,,,,,,,,,,,,,,,,,Produto 63,Produto 63,,Produto 63,,12,,395.20,395.20
,,,,,,,,,,,,,,,,,,Produto 81,Produto 81,,Produto 81,,9,,184.46,184.46
,,,,,,,,,,,,,,,,,,Produto 57,Produto 57,,Produto 57,,18,,22.68,22.68
,,,,,,,,,,,,,,,,,,Produto 26,Produto 26,,Produto 26,,12,,287.41,287.41
,,,,,,,,,,,,,,,,,,Produto 2,Produto 2,,Produto 2,,8,,168.65,168.65
,,,,,,,,,,,,,,,,,,Produto 70,Produto 70,,Produto 70,,5,,424.67,424.67
,,,,,,,,,,,,,,,,,,Produto 6,Produto 6,,Produto 6,,7,,3.51,3.51
,,,,,,,,,,,,,,,,,,Produto 37,Produto 37,,Produto 37,,8,,18.22,18.22
,,,,,,,,,,,,,,,,,,Produto 40,Produto 40,,Produto 40,,11,,143.74,143.74
,,,,,,,,,,,,,,,,,,Produto 38,Produto 38,,Produto 38,,2,,131.55,131.55
,,,,,,,,,,,,,,,,,,Produto 30,Produto 30,,Produto 30,,17,,411.32,411.32
,,,,,,,,,,,,,,,,,,Produto 13,Produto 13,,Produto 13,,7,,92.84,92.84
,,,,,,,,,,,,,,,,,,Produto 48,Produto 48,,Produto 48,,12,,43.05,43.05
,,,,,,,,,,,,,,,,,,Produto 28,Produto 28,,Produto 28,,18,,365.07,365.07
,,,,,,,,,,,,,,,,,,Produto 9,Produto 9,,Produto 9,,9,,21.76,21.76
,,,,,,,,,,,,,,,,,,Produto 9,Produto 9,,Produto 9,,15,,237.31,237.31
,,,,,,,,,,,,,,,,,,Produto 54,Produto 54,,Produto 54,,16,,290.33,290.33
,,,,,,,,,,,,,,,,,,Produto 17,Produto 17,,Produto 17,,16,,49.38,49.38
,,,,,,,,,,,,,,,,,,Produto 58,Produto 58,,Produto 58,,2,,132.72,132.72
,,,,,,,,,,,,,,,,,,Produto 15,Produto 15,,Produto 15,,18,,153.01,153.01
,,,,,,,,,,,,,,,,,,Produto 57,Produto 57,,Produto 57,,3,,289.89,289.89
,,,,,,,,,,,,,,,,,,Produto 1,Produto 1,,Produto 1,,9,,388.43,388.43
,,,,,,,,,,,,,,,,,,Produto 33,Produto 33,,Produto 33,,7,,114.50,114.50
,,,,,,,,,,,,,,,,,,Produto 45,Produto 45,,Produto 45,,16,,437.38,437.38
,,,,,,,,,,,,,,,,,,Produto 81,Produto 81,,Produto 81,,12,,27.90,27.90
,,,,,,,,,,,,,,,,,,Produto 53,Produto 53,,Produto 53,,4,,135.63,135.63
,,,,,,,,,,,,,,,,,,Produto 2,Produto 2,,Produto 2,,15,,464.12,464.12
,,,,,,,,,,,,,,,,,,Produto 47,Produto 47,,Produto 47,,10,,83.93,83.93
,,,,,,,,,,,,,,,,,,Produto 75,Produto 75,,Produto 75,,10,,378.60,378.60
,,,,,,,,,,,,,,,,,,Produto 41,Produto 41,,Produto 41,,19,,294.46,294.46
,,,,,,,,,,,,,,,,,,Produto 38,Produto 38,,Produto 38,,13,,300.26,300.26
,,,,,,,,,,,,,,,,,,Produto 61,Produto 61,,Produto 61,,14,,68.81,68.81
,,,,,,,,,,,,,,,,,,Produto 2,Produto 2,,Produto 2,,15,,31.16,31.16
,,,,,,,,,,,,,,,,,,Produto 71,Produto 71,,Produto 71,,2,,243.19,243.19
,,,,,,,,,,,,,,,,,,Produto 31,Produto 31,,Produto 31,,19,,177.60,177.60
,,,,,,,,,,,,,,,,,,Produto 39,Produto 39,,Produto 39,,17,,435.33,435.33
,,,,,,,,,,,,,,,,,,Produto 35,Produto 35,,Produto 35,,15,,147.40,147.40
,,,,,,,,,,,,,,,,,,Produto 64,Produto 64,,Produto 64,,14,,40.74,40.74
,,,,,,,,,,,,,,,,,,Produto 94,Produto 94,,Produto 94,,17,,236.08,236.08
,,,,,,,,,,,,,,,,,,Produto 24,Produto 24,,Produto 24,,18,,218.30,218.30
,,,,,,,,,,,,,,,,,,Produto 14,Produto 14,,Produto 14,,19,,432.98,432.98
,,,,,,,,,,,,,,,,,,Produto 81,Produto 81,,Produto 81,,19,,381.71,381.71
,,,,,,,,,,,,,,,,,,Produto 4,Produto 4,,Produto 4,,17,,463.98,463.98
,,,,,,,,,,,,,,,,,,Produto 31,Produto 31,,Produto 31,,11,,209.00,209.00
,,,,,,,,,,,,,,,,,,Produto 94,Produto 94,,Produto 94,,10,,89.34,89.34
,,,,,,,,,,,,,,,,,,Produto 8,Produto 8,,Produto 8,,8,,7.02,7.02
,,,,,,,,,,,,,,,,,,Produto 16,Produto 16,,Produto 16,,9,,140.26,140.26
,,,,,,,,,,,,,,,,,,Produto 22,Produto 22,,Produto 22,,17,,487.81,487.81
,,,,,,,,,,,,,,,,,,Produto 97,Produto 97,,Produto 97,,13,,50.77,50.77
,,,,,,,,,,,,,,,,,,Produto 46,Produto 46,,Produto 46,,8,,235.18,235.18
,,,,,,,,,,,,,,,,,,Produto 39,Produto 39,,Produto 39,,19,,492.62,492.62
,,,,,,,,,,,,,,,,,,Produto 84,Produto 84,,Produto 84,,19,,451.98,451.98
,,,,,,,,,,,,,,,,,,Produto 20,Produto 20,,Produto 20,,4,,239.09,239.09
,,,,,,,,,,,,,,,,,,Produto 83,Produto 83,,Produto 83,,17,,268.92,268.92
,,,,,,,,,,,,,,,,,,Produto 55,Produto 55,,Produto 55,,18,,115.75,115.75
,,,,,,,,,,,,,,,,,,Produto 13,Produto 13,,Produto 13,,2,,450.03,450.03
,,,,,,,,,,,,,,,,,,Produto 19,Produto 19,,Produto 19,,13,,403.88,403.88
,,,,,,,,,,,,,,,,,,Produto 6,Produto 6,,Produto 6,,14,,169.16,169.16
,,,,,,,,,,,,,,,,,,Produto 34,Produto 34,,Produto 34,,7,,29.36,29.36
,,,,,,,,,,,,,,,,,,Produto 2,Produto 2,,Produto 2,,10,,11.57,11.57
,,,,,,,,,,,,,,,,,,Produto 18,Produto 18,,Produto 18,,19,,54.82,54.82
,,,,,,,,,,,,,,,,,,Produto 40,Produto 40,,Produto 40,,7,,81.55,81.55
,,,,,,,,,,,,,,,,,,Produto 73,Produto 73,,Produto 73,,14,,482.76,482.76
,,,,,,,,,,,,,,,,,,Produto 74,Produto 74,,Produto 74,,17,,151.99,151.99
,,,,,,,,,,,,,,,,,,Produto 81,Produto 81,,Produto 81,,18,,486.08,486.08
,,,,,,,,,,,,,,,,,,Produto 23,Produto 23,,Produto 23,,15,,131.34,131.34
,,,,,,,,,,,,,,,,,,Produto 81,Produto 81,,Produto 81,,13,,18.84,18.84
,,,,,,,,,,,,,,,,,,Produto 15,Produto 15,,Produto 15,,14,,127.03,127.03
,,,,,,,,,,,,,,,,,,Produto 18,Produto 18,,Produto 18,,6,,458.05,458.05
,,,,,,,,,,,,,,,,,,Produto 80,Produto 80,,Produto 80,,7,,322.12,322.12
,,,,,,,,,,,,,,,,,,Produto 13,Produto 13,,Produto 13,,2,,423.54,423.54
,,,,,,,,,,,,,,,,,,Produto 28,Produto 28,,Produto 28,,7,,101.18,101.18
,,,,,,,,,,,,,,,,,,Produto 41,Produto 41,,Produto 41,,4,,243.74,243.74
,,,,,,,,,,,,,,,,,,Produto 31,Produto 31,,Produto 31,,7,,16.90,16.90
,,,,,,,,,,,,,,,,,,Produto 55,Produto 55,,Produto 55,,5,,199.40,199.40
,,,,,,,,,,,,,,,,,,Produto 50,Produto 50,,Produto 50,,4,,240.65,240.65
,,,,,,,,,,,,,,,,,,Produto 53,Produto 53,,Produto 53,,6,,247.80,247.80
,,,,,,,,,,,,,,,,,,Produto 28,Produto 28,,Produto 28,,16,,115.33,115.33
,,,,,,,,,,,,,,,,,,Produto 35,Produto 35,,Produto 35,,17,,66.43,66.43
,,,,,,,,,,,,,,,,,,Produto 22,Produto 22,,Produto 22,,17,,209.80,209.80
,,,,,,,,,,,,,,,,,,Produto 64,Produto 64,,Produto 64,,8,,229.36,229.36
,,,,,,,,,,,,,,,,,,Produto 73,Produto 73,,Produto 73,,9,,238.33,238.33
,,,,,,,,,,,,,,,,,,Produto 51,Produto 51,,Produto 51,,15,,381.56,381.56
,,,,,,,,,,,,,,,,,,Produto 75,Produto 75,,Produto 75,,8,,220.39,220.39
,,,,,,,,,,,,,,,,,,Produto 17,Produto 17,,Produto 17,,7,,445.64,445.64
,,,,,,,,,,,,,,,,,,Produto 68,Produto 68,,Produto 68,,3,,424.72,424.72
,,,,,,,,,,,,,,,,,,Produto 65,Produto 65,,Produto 65,,4,,340.31,340.31
,,,,,,,,,,,,,,,,,,Produto 48,Produto 48,,Produto 48,,11,,372.07,372.07
,,,,,,,,,,,,,,,,,,Produto 85,Produto 85,,Produto 85,,19,,123.17,123.17
,,,,,,,,,,,,,,,,,,Produto 51,Produto 51,,Produto 51,,11,,86.88,86.88
,,,,,,,,,,,,,,,,,,Produto 51,Produto 51,,Produto 51,,10,,214.27,214.27
,,,,,,,,,,,,,,,,,,Produto 88,Produto 88,,Produto 88,,17,,166.28,166.28
,,,,,,,,,,,,,,,,,,Produto 62,Produto 62,,Produto 62,,6,,251.65,251.65
,,,,,,,,,,,,,,,,,,Produto 79,Produto 79,,Produto 79,,10,,362.82,362.82
,,,,,,,,,,,,,,,,,,Produto 29,Produto 29,,Produto 29,,2,,353.69,353.69
,,,,,,,,,,,,,,,,,,Produto 65,Produto 65,,Produto 65,,12,,190.44,190.44
,,,,,,,,,,,,,,,,,,Produto 37,Produto 37,,Produto 37,,8,,430.40,430.40
,,,,,,,,,,,,,,,,,,Produto 99,Produto 99,,Produto 99,,6,,484.38,484.38
,,,,,,,,,,,,,,,,,,Produto 18,Produto 18,,Produto 18,,1,,9.44,9.44
,,,,,,,,,,,,,,,,,,Produto 44,Produto 44,,Produto 44,,10,,107.79,107.79
,,,,,,,,,,,,,,,,,,Produto 6,Produto 6,,Produto 6,,9,,80.88,80.88
,,,,,,,,,,,,,,,,,,Produto 13,Produto 13,,Produto 13,,9,,10.93,10.93
,,,,,,,,,,,,,,,,,,Produto 97,Produto 97,,Produto 97,,12,,202.04,202.04
